Monitoring Date,Officer ID,Officer Name,Site ID,Site Name,Site Location,Activity ID,Activity Type,Activity Description,Activity Duration (hours),Equipment Used,Pollution Level Detected,Compliance Status,Community Feedback Rating,Transaction ID
12/13/2022,24,Natalie Walker,21,Warners Bay Foreshore,"The Esplanade, Warners Bay, NSW 2282",251,Air Quality Check,Description 10,7.88,Equipment 1,472.05,Compliant,3,89
12/5/2022,8,Catherine Lee,19,Redhead Beach,"Beach Road, Redhead, NSW 2290",860,Air Quality Check,Description 21,3.18,Equipment 1,340.32,Non-Compliant,1,2614
10/4/2022,21,Olivia Hall,18,Glenrock State Conservation Area,"Scout Camp Road, Whitebridge, NSW 2290",320,Air Quality Check,Description 74,4.35,Equipment 12,370.78,Compliant,2,1264
1/19/2022,19,Laura Clark,24,Hunter Wetlands Centre,"Sandgate Road, Shortland, NSW 2307",70,Soil Quality Test,Description 26,2.26,Equipment 7,41.89,Compliant,4,2320
5/29/2022,10,Tina Scott,24,Croudace Bay Park,"Brooks Parade, Belmont, NSW 2280",911,Air Quality Check,Description 198,5.55,Equipment 6,34.63,Compliant,3,2431
3/9/2022,9,Megan Lewis,11,Belmont Wetlands State Park,"Kalaroo Road, Redhead, NSW 2290",445,Water Quality Test,Description 53,3.65,Equipment 2,451.97,Non-Compliant,3,4648
7/12/2022,3,Zoe Ward,21,Jesmond Park,"Robinson Avenue, Jesmond, NSW 2299",587,Soil Quality Test,Description 63,3.95,Equipment 17,320.82,Compliant,4,100
5/4/2022,8,Kate Harris,18,Mount Sugarloaf,"Mount Sugarloaf Road, West Wallsend, NSW 2286",721,Air Quality Check,Description 116,1.62,Equipment 6,8.58,Compliant,1,980
2/14/2022,22,Xena Perez,24,Charlestown Park,"Frederick Street, Charlestown, NSW 2290",517,Air Quality Check,Description 199,7.56,Equipment 13,88.33,Compliant,3,2465
7/27/2022,17,Laura Clark,24,Toronto Foreshore,"Victory Parade, Toronto, NSW 2283",81,Air Quality Check,Description 108,3.57,Equipment 19,236.21,Compliant,2,1298
3/12/2022,15,Ella Brown,14,Watagan Mountains,"Watagan Forest Road, Watagan Mountains, NSW 2325",601,Air Quality Check,Description 19,2.21,Equipment 11,463.75,Non-Compliant,2,4052
12/3/2022,15,Ella Brown,17,Awaba State Forest,"Mount Faulk Road, Awaba, NSW 2283",407,Air Quality Check,Description 42,6.63,Equipment 8,439.72,Compliant,4,2953
4/30/2022,24,Vicky Turner,19,Heaton State Forest,"Heaton Road, Awaba, NSW 2283",48,Air Quality Check,Description 99,2.68,Equipment 8,196.87,Compliant,4,1296
4/15/2022,20,Vicky Turner,24,Lambton Park,"Morehead Street, Lambton, NSW 2299",138,Noise Level Measurement,Description 78,1.24,Equipment 9,281.5,Non-Compliant,2,3744
12/3/2022,12,Wendy Mitchell,7,Richley Reserve,"Carnley Avenue, Kotara, NSW 2289",503,Noise Level Measurement,Description 91,4.86,Equipment 9,304.44,Compliant,3,3270
4/1/2022,14,Paula Young,22,Braye Park,"Wrightson Avenue, Bar Beach, NSW 2300",50,Soil Quality Test,Description 112,2.7,Equipment 2,105.33,Non-Compliant,2,3664
8/13/2022,24,Wendy Mitchell,4,Waratah Park,"Turton Road, Waratah, NSW 2298",687,Soil Quality Test,Description 8,6.04,Equipment 9,443.32,Compliant,1,2143
7/15/2022,22,Ella Brown,21,King Edward Park,"Reserve Road, Newcastle, NSW 2300",218,Air Quality Check,Description 58,4.54,Equipment 16,246.33,Non-Compliant,2,268
10/20/2022,9,Alice Johnson,9,Blackbutt Nature Reserve,"Carnley Avenue, Kotara, NSW 2289",402,Air Quality Check,Description 83,2.08,Equipment 5,395.56,Non-Compliant,5,4981
3/27/2022,24,Uma Allen,18,King Edward Park,"Reserve Road, Newcastle, NSW 2300",905,Water Quality Test,Description 70,7.63,Equipment 9,341.9,Compliant,3,3906
10/16/2022,9,Beth Smith,7,Newcastle Beach,"Shortland Esplanade, Newcastle, NSW 2300",281,Air Quality Check,Description 34,6.8,Equipment 19,157.19,Compliant,2,3192
1/1/2022,25,Laura Clark,13,Merewether Beach,"John Parade, Merewether, NSW 2291",147,Water Quality Test,Description 42,5.26,Equipment 9,431.16,Compliant,2,3017
6/3/2022,22,Xena Perez,2,Nobbys Beach,"Wharf Road, Newcastle East, NSW 2300",199,Air Quality Check,Description 157,4.75,Equipment 7,104.04,Compliant,4,2554
2/22/2022,15,Olivia Hall,5,Speers Point Park,"Park Road, Speers Point, NSW 2284",882,Air Quality Check,Description 70,3.59,Equipment 7,0.91,Non-Compliant,5,2198
5/21/2022,7,Vicky Turner,21,Warners Bay Foreshore,"The Esplanade, Warners Bay, NSW 2282",261,Water Quality Test,Description 69,6.24,Equipment 10,103.22,Non-Compliant,1,4064
8/13/2022,16,Diana Taylor,14,Redhead Beach,"Beach Road, Redhead, NSW 2290",24,Soil Quality Test,Description 106,2.54,Equipment 19,168.57,Compliant,2,3430
10/8/2022,14,Vicky Turner,2,Glenrock State Conservation Area,"Scout Camp Road, Whitebridge, NSW 2290",262,Air Quality Check,Description 3,4.82,Equipment 15,183.64,Compliant,3,3097
1/7/2022,1,Jane White,6,Hunter Wetlands Centre,"Sandgate Road, Shortland, NSW 2307",980,Soil Quality Test,Description 107,5.62,Equipment 8,369.32,Non-Compliant,5,1634
3/25/2022,7,Laura Clark,20,Croudace Bay Park,"Brooks Parade, Belmont, NSW 2280",241,Water Quality Test,Description 31,5.08,Equipment 16,210.94,Compliant,3,859
4/2/2022,15,Ella Brown,6,Belmont Wetlands State Park,"Kalaroo Road, Redhead, NSW 2290",331,Water Quality Test,Description 83,2.12,Equipment 8,246.76,Non-Compliant,2,4835
8/29/2022,19,Paula Young,22,Jesmond Park,"Robinson Avenue, Jesmond, NSW 2299",993,Soil Quality Test,Description 21,2.31,Equipment 3,43.41,Non-Compliant,4,188
4/16/2022,12,Diana Taylor,3,Mount Sugarloaf,"Mount Sugarloaf Road, West Wallsend, NSW 2286",13,Air Quality Check,Description 148,4.37,Equipment 16,135.61,Compliant,3,4881
3/12/2022,10,Jane White,1,Charlestown Park,"Frederick Street, Charlestown, NSW 2290",53,Air Quality Check,Description 40,4.98,Equipment 7,62.59,Non-Compliant,5,4121
2/24/2022,24,Diana Taylor,7,Toronto Foreshore,"Victory Parade, Toronto, NSW 2283",224,Air Quality Check,Description 69,4.49,Equipment 6,106.11,Compliant,5,4766
5/23/2022,12,Rachel King,23,Watagan Mountains,"Watagan Forest Road, Watagan Mountains, NSW 2325",24,Water Quality Test,Description 13,2.17,Equipment 16,93.5,Non-Compliant,5,2535
11/2/2022,8,Beth Smith,4,Awaba State Forest,"Mount Faulk Road, Awaba, NSW 2283",505,Noise Level Measurement,Description 178,3.34,Equipment 16,454.8,Compliant,5,3630
6/23/2022,6,Grace Jones,22,Heaton State Forest,"Heaton Road, Awaba, NSW 2283",952,Noise Level Measurement,Description 74,5.16,Equipment 8,335.72,Non-Compliant,5,1538
10/19/2022,19,Uma Allen,3,Lambton Park,"Morehead Street, Lambton, NSW 2299",793,Soil Quality Test,Description 28,5.76,Equipment 3,115.55,Compliant,3,4251
3/5/2022,4,Fiona Wilson,8,Richley Reserve,"Carnley Avenue, Kotara, NSW 2289",518,Water Quality Test,Description 198,1.98,Equipment 20,143.69,Non-Compliant,2,2831
3/5/2022,18,Olivia Hall,12,Braye Park,"Wrightson Avenue, Bar Beach, NSW 2300",766,Air Quality Check,Description 119,3.98,Equipment 10,335.42,Non-Compliant,5,902
11/16/2022,19,Alice Johnson,12,Waratah Park,"Turton Road, Waratah, NSW 2298",248,Noise Level Measurement,Description 58,2.1,Equipment 9,132.65,Compliant,1,3664
7/18/2022,9,Fiona Wilson,20,King Edward Park,"Reserve Road, Newcastle, NSW 2300",143,Water Quality Test,Description 194,6.72,Equipment 7,227.97,Compliant,5,4351
11/9/2022,13,Isabella Thompson,20,Blackbutt Nature Reserve,"Carnley Avenue, Kotara, NSW 2289",271,Air Quality Check,Description 2,3.54,Equipment 15,78.55,Compliant,3,2981
11/22/2022,25,Grace Jones,17,King Edward Park,"Reserve Road, Newcastle, NSW 2300",875,Noise Level Measurement,Description 151,2.37,Equipment 18,278.59,Compliant,3,3170
5/1/2022,12,Hannah Moore,17,Newcastle Beach,"Shortland Esplanade, Newcastle, NSW 2300",264,Soil Quality Test,Description 12,4.87,Equipment 11,280.96,Compliant,1,4413
12/13/2022,14,Xena Perez,14,Merewether Beach,"John Parade, Merewether, NSW 2291",814,Soil Quality Test,Description 187,1.72,Equipment 16,494.76,Compliant,1,4151
8/21/2022,10,Megan Lewis,15,Nobbys Beach,"Wharf Road, Newcastle East, NSW 2300",44,Air Quality Check,Description 62,7.63,Equipment 13,239.96,Compliant,4,1773
9/26/2022,15,Hannah Moore,10,Speers Point Park,"Park Road, Speers Point, NSW 2284",780,Noise Level Measurement,Description 45,3.31,Equipment 18,1.14,Non-Compliant,4,1602
6/1/2022,21,Catherine Lee,16,Warners Bay Foreshore,"The Esplanade, Warners Bay, NSW 2282",957,Noise Level Measurement,Description 156,3.34,Equipment 1,192.53,Compliant,3,2036
5/24/2022,1,Kate Harris,16,Redhead Beach,"Beach Road, Redhead, NSW 2290",237,Water Quality Test,Description 182,3.38,Equipment 1,133.02,Non-Compliant,4,4714
1/9/2022,2,Jane White,1,Glenrock State Conservation Area,"Scout Camp Road, Whitebridge, NSW 2290",752,Noise Level Measurement,Description 52,2.03,Equipment 19,109,Non-Compliant,5,3854
7/21/2022,23,Uma Allen,16,Hunter Wetlands Centre,"Sandgate Road, Shortland, NSW 2307",126,Water Quality Test,Description 172,3.58,Equipment 7,450.64,Compliant,3,3145
7/2/2022,18,Fiona Wilson,22,Croudace Bay Park,"Brooks Parade, Belmont, NSW 2280",360,Noise Level Measurement,Description 132,3.33,Equipment 19,339.54,Compliant,2,4189
2/10/2022,6,Fiona Wilson,17,Belmont Wetlands State Park,"Kalaroo Road, Redhead, NSW 2290",200,Noise Level Measurement,Description 166,7.11,Equipment 7,493.21,Compliant,5,2333
4/10/2022,21,Isabella Thompson,14,Jesmond Park,"Robinson Avenue, Jesmond, NSW 2299",770,Soil Quality Test,Description 102,2.53,Equipment 14,88.16,Non-Compliant,5,3561
2/18/2022,21,Jane White,6,Mount Sugarloaf,"Mount Sugarloaf Road, West Wallsend, NSW 2286",723,Noise Level Measurement,Description 22,5.65,Equipment 16,58.86,Non-Compliant,3,3872
12/16/2022,4,Grace Jones,3,Charlestown Park,"Frederick Street, Charlestown, NSW 2290",172,Water Quality Test,Description 50,1.69,Equipment 6,144.31,Non-Compliant,2,101
3/20/2022,22,Olivia Hall,8,Toronto Foreshore,"Victory Parade, Toronto, NSW 2283",972,Noise Level Measurement,Description 145,3.85,Equipment 4,160.85,Compliant,4,2616
12/6/2022,4,Fiona Wilson,6,Watagan Mountains,"Watagan Forest Road, Watagan Mountains, NSW 2325",271,Air Quality Check,Description 14,1.62,Equipment 2,484.52,Compliant,1,3915
4/1/2022,2,Paula Young,4,Awaba State Forest,"Mount Faulk Road, Awaba, NSW 2283",826,Noise Level Measurement,Description 12,7.17,Equipment 20,345.09,Compliant,1,1842
2/10/2022,1,Ella Brown,19,Heaton State Forest,"Heaton Road, Awaba, NSW 2283",219,Noise Level Measurement,Description 134,1.16,Equipment 4,374.15,Compliant,1,3206
7/28/2022,9,Wendy Mitchell,15,Lambton Park,"Morehead Street, Lambton, NSW 2299",399,Noise Level Measurement,Description 198,1.77,Equipment 11,184.27,Compliant,1,2810
1/16/2022,12,Fiona Wilson,2,Richley Reserve,"Carnley Avenue, Kotara, NSW 2289",595,Air Quality Check,Description 41,7.12,Equipment 10,360.7,Compliant,4,595
9/24/2022,18,Laura Clark,3,Braye Park,"Wrightson Avenue, Bar Beach, NSW 2300",211,Noise Level Measurement,Description 190,3.45,Equipment 15,236.62,Non-Compliant,3,2312
1/7/2022,13,Rachel King,7,Waratah Park,"Turton Road, Waratah, NSW 2298",628,Noise Level Measurement,Description 98,1.39,Equipment 11,18.24,Non-Compliant,5,727
12/10/2022,15,Olivia Hall,24,King Edward Park,"Reserve Road, Newcastle, NSW 2300",910,Soil Quality Test,Description 154,3.05,Equipment 16,54.77,Non-Compliant,3,3927
6/15/2022,21,Natalie Walker,23,Blackbutt Nature Reserve,"Carnley Avenue, Kotara, NSW 2289",293,Water Quality Test,Description 3,3.22,Equipment 14,456.54,Compliant,5,3466
2/1/2022,20,Samantha Wright,15,King Edward Park,"Reserve Road, Newcastle, NSW 2300",764,Air Quality Check,Description 141,5.11,Equipment 8,352.3,Compliant,1,3009
10/22/2022,10,Kate Harris,8,Newcastle Beach,"Shortland Esplanade, Newcastle, NSW 2300",418,Air Quality Check,Description 195,6.69,Equipment 13,213.72,Non-Compliant,4,1973
4/30/2022,8,Catherine Lee,20,Merewether Beach,"John Parade, Merewether, NSW 2291",773,Air Quality Check,Description 178,1.88,Equipment 16,274.49,Compliant,1,2166
8/14/2022,2,Isabella Thompson,6,Nobbys Beach,"Wharf Road, Newcastle East, NSW 2300",314,Soil Quality Test,Description 188,4.67,Equipment 14,242.95,Compliant,1,2558
11/8/2022,3,Wendy Mitchell,20,Speers Point Park,"Park Road, Speers Point, NSW 2284",730,Air Quality Check,Description 186,3.9,Equipment 20,107.81,Compliant,2,1581
5/24/2022,5,Tina Scott,16,Warners Bay Foreshore,"The Esplanade, Warners Bay, NSW 2282",807,Air Quality Check,Description 31,5.37,Equipment 15,141.09,Compliant,4,2519
10/18/2022,24,Paula Young,12,Redhead Beach,"Beach Road, Redhead, NSW 2290",222,Air Quality Check,Description 60,7.69,Equipment 13,343.43,Non-Compliant,3,3086
1/24/2022,5,Vicky Turner,6,Glenrock State Conservation Area,"Scout Camp Road, Whitebridge, NSW 2290",580,Water Quality Test,Description 1,1.99,Equipment 20,482.99,Compliant,4,4671
12/19/2022,7,Catherine Lee,16,Hunter Wetlands Centre,"Sandgate Road, Shortland, NSW 2307",155,Noise Level Measurement,Description 16,5.53,Equipment 10,150.2,Compliant,2,1127
10/5/2022,18,Isabella Thompson,20,Croudace Bay Park,"Brooks Parade, Belmont, NSW 2280",557,Soil Quality Test,Description 139,4.58,Equipment 1,140.51,Compliant,4,3165
10/3/2022,4,Catherine Lee,9,Belmont Wetlands State Park,"Kalaroo Road, Redhead, NSW 2290",271,Soil Quality Test,Description 110,6.4,Equipment 8,304.55,Non-Compliant,4,3527
6/9/2022,8,Natalie Walker,12,Jesmond Park,"Robinson Avenue, Jesmond, NSW 2299",582,Soil Quality Test,Description 61,2.74,Equipment 4,154.28,Non-Compliant,1,4983
6/28/2022,3,Grace Jones,20,Mount Sugarloaf,"Mount Sugarloaf Road, West Wallsend, NSW 2286",504,Soil Quality Test,Description 39,3.01,Equipment 12,182.49,Non-Compliant,4,872
7/25/2022,24,Zoe Ward,14,Charlestown Park,"Frederick Street, Charlestown, NSW 2290",419,Soil Quality Test,Description 65,4.9,Equipment 9,258.81,Non-Compliant,4,1906
6/8/2022,2,Tina Scott,17,Toronto Foreshore,"Victory Parade, Toronto, NSW 2283",292,Soil Quality Test,Description 143,7.62,Equipment 1,148.99,Compliant,5,785
2/23/2022,23,Samantha Wright,7,Watagan Mountains,"Watagan Forest Road, Watagan Mountains, NSW 2325",230,Air Quality Check,Description 194,4.1,Equipment 17,470.67,Compliant,1,1054
10/16/2022,8,Catherine Lee,15,Awaba State Forest,"Mount Faulk Road, Awaba, NSW 2283",356,Soil Quality Test,Description 92,5,Equipment 11,197.65,Compliant,3,2851
9/13/2022,8,Catherine Lee,7,Heaton State Forest,"Heaton Road, Awaba, NSW 2283",578,Air Quality Check,Description 87,1.43,Equipment 5,211.67,Compliant,4,4903
10/29/2022,13,Laura Clark,8,Lambton Park,"Morehead Street, Lambton, NSW 2299",945,Soil Quality Test,Description 63,7.17,Equipment 15,40.91,Non-Compliant,1,4117
1/1/2022,16,Zoe Ward,2,Richley Reserve,"Carnley Avenue, Kotara, NSW 2289",727,Soil Quality Test,Description 127,1.07,Equipment 14,372.86,Non-Compliant,2,1874
4/18/2022,13,Paula Young,1,Braye Park,"Wrightson Avenue, Bar Beach, NSW 2300",486,Water Quality Test,Description 14,1.26,Equipment 7,210.05,Compliant,5,494
7/25/2022,16,Ella Brown,18,Waratah Park,"Turton Road, Waratah, NSW 2298",844,Soil Quality Test,Description 16,2.32,Equipment 11,353.02,Compliant,1,2479
10/11/2022,17,Paula Young,12,King Edward Park,"Reserve Road, Newcastle, NSW 2300",183,Soil Quality Test,Description 95,5.48,Equipment 6,497.21,Non-Compliant,5,1121
1/8/2022,23,Laura Clark,4,Blackbutt Nature Reserve,"Carnley Avenue, Kotara, NSW 2289",924,Air Quality Check,Description 92,6.19,Equipment 11,303.39,Compliant,2,1037
10/27/2022,16,Yvonne Cook,9,King Edward Park,"Reserve Road, Newcastle, NSW 2300",770,Noise Level Measurement,Description 109,2.27,Equipment 6,216.74,Compliant,1,2645
7/23/2022,23,Kate Harris,15,Newcastle Beach,"Shortland Esplanade, Newcastle, NSW 2300",727,Soil Quality Test,Description 110,3.93,Equipment 15,495.52,Non-Compliant,2,32
5/25/2022,24,Zoe Ward,24,Merewether Beach,"John Parade, Merewether, NSW 2291",476,Water Quality Test,Description 145,7.87,Equipment 11,146.84,Compliant,5,4270
12/14/2022,2,Yvonne Cook,7,Nobbys Beach,"Wharf Road, Newcastle East, NSW 2300",733,Soil Quality Test,Description 107,6.11,Equipment 8,359.51,Non-Compliant,3,1749
3/21/2022,11,Grace Jones,15,Speers Point Park,"Park Road, Speers Point, NSW 2284",875,Soil Quality Test,Description 74,5.46,Equipment 20,130.63,Compliant,5,1405
10/25/2022,15,Laura Clark,14,Warners Bay Foreshore,"The Esplanade, Warners Bay, NSW 2282",534,Water Quality Test,Description 61,4.13,Equipment 13,202.27,Compliant,4,1498
12/5/2022,9,Ella Brown,21,Redhead Beach,"Beach Road, Redhead, NSW 2290",594,Noise Level Measurement,Description 97,2.54,Equipment 6,79.06,Non-Compliant,5,4197
2/6/2022,21,Kate Harris,5,Glenrock State Conservation Area,"Scout Camp Road, Whitebridge, NSW 2290",20,Water Quality Test,Description 81,1.96,Equipment 12,65.58,Non-Compliant,2,57
5/26/2022,3,Yvonne Cook,17,Hunter Wetlands Centre,"Sandgate Road, Shortland, NSW 2307",877,Water Quality Test,Description 80,4.56,Equipment 14,208.22,Non-Compliant,2,3493
1/3/2022,24,Grace Jones,14,Croudace Bay Park,"Brooks Parade, Belmont, NSW 2280",208,Noise Level Measurement,Description 150,5.34,Equipment 10,495.37,Compliant,5,9
11/24/2022,18,Megan Lewis,9,Belmont Wetlands State Park,"Kalaroo Road, Redhead, NSW 2290",717,Noise Level Measurement,Description 92,3.25,Equipment 1,297.89,Non-Compliant,4,3767
2/1/2022,23,Fiona Wilson,23,Jesmond Park,"Robinson Avenue, Jesmond, NSW 2299",289,Soil Quality Test,Description 14,5.67,Equipment 7,47.47,Non-Compliant,3,1270
3/3/2022,25,Diana Taylor,11,Mount Sugarloaf,"Mount Sugarloaf Road, West Wallsend, NSW 2286",766,Water Quality Test,Description 191,4.83,Equipment 19,440.47,Compliant,4,1100
10/31/2022,18,Isabella Thompson,9,Charlestown Park,"Frederick Street, Charlestown, NSW 2290",145,Air Quality Check,Description 124,7.32,Equipment 8,213.43,Compliant,4,4182
4/1/2022,13,Samantha Wright,8,Toronto Foreshore,"Victory Parade, Toronto, NSW 2283",746,Water Quality Test,Description 24,1.45,Equipment 18,425.36,Non-Compliant,5,2568
3/9/2022,7,Megan Lewis,3,Watagan Mountains,"Watagan Forest Road, Watagan Mountains, NSW 2325",622,Air Quality Check,Description 38,4.52,Equipment 11,49.15,Non-Compliant,1,1433
10/10/2022,21,Beth Smith,17,Awaba State Forest,"Mount Faulk Road, Awaba, NSW 2283",519,Water Quality Test,Description 97,2.53,Equipment 19,191.54,Non-Compliant,5,1934
10/17/2022,24,Fiona Wilson,11,Heaton State Forest,"Heaton Road, Awaba, NSW 2283",301,Air Quality Check,Description 63,7.32,Equipment 8,471.67,Compliant,2,2729
9/14/2022,3,Paula Young,5,Lambton Park,"Morehead Street, Lambton, NSW 2299",885,Soil Quality Test,Description 73,2.47,Equipment 16,242.75,Non-Compliant,5,1622
12/6/2022,3,Samantha Wright,12,Richley Reserve,"Carnley Avenue, Kotara, NSW 2289",134,Soil Quality Test,Description 116,3.81,Equipment 8,31.71,Non-Compliant,3,1044
11/4/2022,15,Wendy Mitchell,11,Braye Park,"Wrightson Avenue, Bar Beach, NSW 2300",574,Noise Level Measurement,Description 3,4.59,Equipment 15,221.27,Compliant,5,1165
2/18/2022,25,Tina Scott,2,Waratah Park,"Turton Road, Waratah, NSW 2298",849,Soil Quality Test,Description 28,5.99,Equipment 14,381.32,Non-Compliant,1,504
1/1/2022,3,Isabella Thompson,23,King Edward Park,"Reserve Road, Newcastle, NSW 2300",472,Water Quality Test,Description 57,1.62,Equipment 10,212.59,Non-Compliant,3,2500
5/20/2022,17,Grace Jones,16,Blackbutt Nature Reserve,"Carnley Avenue, Kotara, NSW 2289",734,Noise Level Measurement,Description 125,2.22,Equipment 11,113.6,Non-Compliant,1,568
4/20/2022,16,Paula Young,13,King Edward Park,"Reserve Road, Newcastle, NSW 2300",43,Soil Quality Test,Description 99,6.88,Equipment 12,345.43,Non-Compliant,3,1133
1/14/2022,19,Rachel King,8,Newcastle Beach,"Shortland Esplanade, Newcastle, NSW 2300",320,Water Quality Test,Description 41,6.3,Equipment 12,448.35,Non-Compliant,2,4305
8/11/2022,21,Megan Lewis,14,Merewether Beach,"John Parade, Merewether, NSW 2291",931,Soil Quality Test,Description 41,6.97,Equipment 18,314.43,Compliant,3,3866
4/5/2022,12,Xena Perez,5,Nobbys Beach,"Wharf Road, Newcastle East, NSW 2300",550,Noise Level Measurement,Description 99,6.11,Equipment 2,387.43,Compliant,3,4714
